fecha,equipo,comercio,imagen,tipo_comercio,reja,año_apertura,cantidad_trabajadores,trabajadores_salario_fijo,exp_trabajadores_3mes,venta_vs_mesantes,razon_ventas,exp_ventas_3mes,inventario_vs_mesantes,exp_inventario_3mes,nivel_inventario,precios,exp_precios_3mes,afect_crimen,afect_credito,afect_precios,afect_compe,credits_bancos,credits_proveedor,credits_familia,credits_gobierno,credits_privado,credits_otro,razon_no_credito,quiere_crezca,porque_no_crezca,min_salario,tecnologia,tecnologia_habitual,hs_apertura,hs_cierre,consumo_kw,sexo_encuestado,telefono,local,estudios,edad,lat,long
2025-10-14 12:48:07,Elevare Group,,https://mit.co1.qualtrics.com/Q/File.php?F=F_22V3I3WcryXYz2O,CONFITERÍA O PANADERÍA,1,1998.0,6.0,5.0,Igual,Mejor,Dinamica del rubro,Iguales,Permaneció igual,Igual,En su nivel correcto,Aumentó,Permanezcan igual,Poco,Nada,Moderado,Nada,0.0,0.0,0.0,0.0,0.0,0,No necesito un crédito,1.0,,1.800.000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:00 am,7:30 pm,,0,,Rentado,Universidad y más,De 31 a 40,-34.75962,-58.39956
2025-10-15 11:51:52,Researchers BA,El huevo pepe ,https://mit.co1.qualtrics.com/Q/File.php?F=F_2yrLZaceOQ7DGOY,ALMACÉN,0,2017.0,4.0,4.0,Igual,Igual,"dijo “rarísimo, días que se venden más días menos”",Iguales,Permaneció igual,Igual,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Nada,Nada,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,2.000.000,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,8:00 pm,,0,,Rentado,Universidad y más,De 41 a 50,,
2025-10-08 12:08:58,Ceibo Lab,,https://mit.co1.qualtrics.com/Q/File.php?F=F_1i2wTUVZgEPd0lI,CAFETERÍAS,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.7620272,-58.3991223
2025-10-15 11:42:08,Green Thunder,Libreria catalina,https://mit.co1.qualtrics.com/Q/File.php?F=F_3lWeYJMBCfEShfU,KIOSKO,0,2019.0,1.0,1.0,Igual,Mejor,Por la zona,Menores,Permaneció igual,Disminuya,En su nivel correcto,Aumentó,Disminuyan,Nada,Algo,Moderado,Nada,0.0,1.0,0.0,1.0,0.0,,Los requerimientos de garantía son muy altos,1.0,,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,6:00 pm,1293.0,1,59372983.0,Rentado,Preparatoria,De 41 a 50,-34.5574695,-58.6815291
2025-10-15 11:35:47,TechField A&C,Yggdrasil,https://mit.co1.qualtrics.com/Q/File.php?F=F_1JF9NBYfYq9L5f0,KIOSKO,0,2004.0,2.0,0.0,Igual,Mejor,Condiciones climáticas (aumento en el consumo de bebidas),Mayores,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Disminuyan,Nada,Nada,Poco,Nada,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,0.0,Porque sería muy complicado administrarlo,$2000000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",6:00 am,8:30 pm,,0,37905441.0,Rentado,Secundaria,De 41 a 50,-34.760661,-58.3977095
2025-10-15 12:32:38,Researchers BA,The food box,https://mit.co1.qualtrics.com/Q/File.php?F=F_A5SBGuWTyrak0F3,ALMACÉN,0,2023.0,2.0,2.0,Igual,Mejor,,Mayores,Permaneció igual,Igual,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Mucho,Nada,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,1.600.000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:00 pm,,1,,Rentado,Secundaria,De 21 a 30,,
2025-10-15 12:13:53,Green Thunder,Supermarket rodar,https://mit.co1.qualtrics.com/Q/File.php?F=F_AyTrlBUxZQJXEjv,ALMACÉN,0,2025.0,3.0,1.0,Aumente,Igual,Elecciones ,Mayores,Aumentó,Incremente,Muy poco,Aumentó,Aumenten,Nada,Poco,Moderado,Algo,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,700000,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:30 am,9:00 pm,,0,69212719.0,Rentado,Preparatoria,De 41 a 50,-34.5570471,-58.6810775
2025-10-15 12:55:36,Green Thunder,Tomassa,https://mit.co1.qualtrics.com/Q/File.php?F=F_QnRM5VcxaJjb2dH,CAFETERÍAS,0,2024.0,3.0,1.0,Igual,Mejor,Depende de la epoca,Menores,Permaneció igual,Incremente,Muy poco,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Poco,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,7:00 pm,,1,23270390.0,Rentado,Secundaria,De 41 a 50,-34.557644,-58.6812988
2025-10-15 13:11:41,Data4Growth,Tambo,https://mit.co1.qualtrics.com/Q/File.php?F=F_WeQwHNPmZwbO8tb,KIOSKO,0,2024.0,1.0,1.0,Aumente,Peor,Situación económica,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Permanezcan igual,Nada,Nada,Moderado,Mucho,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,900000,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:30 am,8:00 pm,,1,56680084.0,Rentado,Secundaria,De 21 a 30,-34.6059756,-58.3800505
2025-10-15 13:26:21,Data4Growth,Caris,https://mit.co1.qualtrics.com/Q/File.php?F=F_UYHNcUQoxcZZrPz,CAFETERÍAS,0,1992.0,10.0,10.0,Igual,Peor,“No lo sé”,Menores,Disminuyó,Disminuya,En su nivel correcto,Permaneció igual,Aumenten,Algo,Moderado,Mucho,Mucho,0.0,0.0,0.0,1.0,0.0,,Los procedimientos para aplicar son complicados,0.0,Porque sería muy complicado administrarlo,1500000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,6:00 am,7:00 pm,,1,41985607.0,Propio,Secundaria,De 51 a 60,-34.6061122,-58.3802342
2025-10-15 13:09:10,AnalyticAr,Los Leones,https://mit.co1.qualtrics.com/Q/File.php?F=F_3EGv5hZadvS7w1j,BARES Y PEQUEÑOS RESTAURANTES,0,1999.0,1.0,1.0,Igual,Igual,El rendimiento bajó,Iguales,Permaneció igual,Igual,Muy poco,Permaneció igual,Permanezcan igual,Mucho,Moderado,Algo,Nada,0.0,1.0,1.0,0.0,1.0,,No creo que me lo aprobarían,1.0,,100000 USD,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,5:00 pm,,0,,Propio,Primaria,De 51 a 60,-34.6066194,-58.3703362
2025-10-15 13:28:25,TFJ Solutions,JC,https://mit.co1.qualtrics.com/Q/File.php?F=F_1pX5Nf49773ZsQZ,KIOSKO,0,1980.0,2.0,2.0,Igual,Igual,No sabe ,Mayores,Permaneció igual,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Poco,Nada,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,4000000,Ninguno: No usamos ninguna herramienta digital (todos los procesos son manuales).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,10:00 pm,,0,26786670.0,Rentado,Secundaria,De 31 a 40,-34.5939054,-58.3920916
2025-10-15 14:01:08,"SALISM (simpson, agustin, lucas innovan san martin)","Kiosco ""Los Pepis""",https://mit.co1.qualtrics.com/Q/File.php?F=F_Zh6fdmaTgGAfs4x,KIOSKO,0,2015.0,3.0,3.0,Igual,Peor,"La situación económica del país, mayores costos energéticos.",Iguales,Disminuyó,Igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Moderado,Mucho,Mucho,Algo,0.0,1.0,0.0,0.0,0.0,-,Las tasas de interés son muy altas,1.0,,$2.000.000,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,10:00 pm,1200.0,0,67475007.0,Propio,Secundaria,De 51 a 60,,
2025-10-15 14:25:17,TFJ Solutions,La ciencia del asado ,https://mit.co1.qualtrics.com/Q/File.php?F=F_1LARYjofv2Hp6ql,CARNICERÍA,0,2021.0,2.0,2.0,Igual,Mejor,Proximidad de vacaciones ,Menores,Aumentó,Igual,En su nivel correcto,Aumentó,Aumenten,Nada,Poco,Nada,Nada,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,2000000,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",10:00 am,7:00 pm,,0,65970738.0,Rentado,Secundaria,De 51 a 60,-34.5936992,-58.3920721
2025-10-15 14:38:13,Data4Growth,Toreto,https://mit.co1.qualtrics.com/Q/File.php?F=F_2Cppx4GmMoJZela,KIOSKO,0,1997.0,3.0,2.0,Igual,Mejor,Precios y conocimiento del local (cedió hace poco la concesión),Mayores,Aumentó,Incremente,Muy poco,Permaneció igual,Aumenten,Nada,Nada,Mucho,Mucho,0.0,0.0,1.0,0.0,1.0,,Las tasas de interés son muy altas,1.0,,"No tiene pensado dejar, tiene otros trabajos",Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",7:30 am,8:30 pm,,0,28328455.0,Rentado,Secundaria,De 41 a 50,-34.6074983,-58.3877947
2025-10-15 14:42:01,TFJ Solutions,The shamrock ,https://mit.co1.qualtrics.com/Q/File.php?F=,BARES Y PEQUEÑOS RESTAURANTES,0,1995.0,10.0,8.0,Igual,Peor,Baja temporada ,Menores,Aumentó,Disminuya,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Poco,Poco,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,0.0,Porque está satisfecho con su negocio,2500000,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",4:00 pm,11:00 pm,,1,55648465.0,Propio,Secundaria,De 31 a 40,-34.594628,-58.3921677
2025-10-15 14:45:58,Mate & M√©tricas,picadas capitales,https://mit.co1.qualtrics.com/Q/File.php?F=F_UFsV7XSBz5gtpTz,FIAMBRERÍA,0,2015.0,2.0,1.0,Disminuya,Peor,,Menores,Permaneció igual,Igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Mucho,Moderado,Mucho,Nada,0.0,1.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,no contesta,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,9:00 pm,,1,40631192.0,Rentado,Secundaria,Más de 60,-34.5918862,-58.4030048
2025-10-15 04:57:21,San Crist√≥bal Lab,Delicatesen La Patrona,https://mit.co1.qualtrics.com/Q/File.php?F=F_3mayIxCO8x5EpzU,FIAMBRERÍA,0,2025.0,3.0,1.0,Igual,Peor,"Hubo un cambio de dueño, y los clientes aún no conocen tanto el comercio",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Poco,Nada,Algo,Nada,0.0,1.0,0.0,0.0,0.0,,Las tasas de interés son muy altas,1.0,,3000000,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,9:00 pm,,0,27796932.0,Rentado,Primaria,Más de 60,-34.6249971,-58.4069517
2025-10-15 14:59:02,Data4Growth,No tiene (Maxikiosco y cerrajería),https://mit.co1.qualtrics.com/Q/File.php?F=F_1LSvZ4uxKnq12Fe,KIOSKO,0,1990.0,2.0,2.0,Igual,Peor,Situación económica ,Iguales,Aumentó,Igual,Muy poco,Aumentó,Aumenten,Mucho,Algo,Mucho,Moderado,0.0,0.0,0.0,0.0,0.0,,No creo que me lo aprobarían,1.0,,Depende de los gastos que querría tener,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,7:00 am,7:00 pm,,0,64014676.0,Rentado,Preparatoria,Más de 60,-34.6076344,-58.3871459
2025-10-15 15:09:47,TFJ Solutions,A lo de hostal,https://mit.co1.qualtrics.com/Q/File.php?F=,KIOSKO,0,2019.0,2.0,1.0,Igual,Mejor,Por la aproximación del verano ,Mayores,Aumentó,Disminuya,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Nada,Algo,Mucho,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,2000000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",7:00 am,8:00 pm,275.0,0,50596296.0,Rentado,Universidad y más,De 31 a 40,-34.5954281,-58.3900829
2025-10-08 14:53:18,South Orange,,https://mit.co1.qualtrics.com/Q/File.php?F=,CARNICERÍA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34.764261,-58.213114
2025-10-15 16:00:43,Green Thunder,Estilo natural,https://mit.co1.qualtrics.com/Q/File.php?F=F_1hDQ59DsULJGrTj,DIETÉTICAS,1,2017.0,2.0,2.0,Igual,Mejor,Clima,Mayores,Permaneció igual,Igual,Muy poco,Aumentó,Permanezcan igual,Nada,Nada,Poco,Mucho,0.0,0.0,0.0,0.0,0.0,,Las tasas de interés son muy altas,1.0,,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:30 am,8:00 pm,504.0,1,61112909.0,Rentado,Secundaria,De 31 a 40,-34.5714022,-58.6904897
2025-10-15 16:23:23,Elevare Group,Yes!,https://mit.co1.qualtrics.com/Q/File.php?F=F_2abLAUVPTqD6wui,CONFITERÍA O PANADERÍA,0,2022.0,1.0,0.0,Igual,Mejor,Invertí en capacitarme para hacer crecer mi negocio,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Nada,Nada,Algo,Nada,1.0,1.0,0.0,0.0,1.0,,,1.0,,No lo cerraría,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,8:00 pm,300.0,1,59302686.0,Rentado,Secundaria,De 41 a 50,-34.82165810457912,-58.4232390605685
2025-10-15 16:34:44,Elevare Group,La Estación Candy,https://mit.co1.qualtrics.com/Q/File.php?F=F_33fBiLXkQQhMfn7,KIOSKO,0,2008.0,6.0,4.0,Igual,Igual,Por mérito propio,Iguales,Permaneció igual,Incremente,En su nivel correcto,Permaneció igual,Permanezcan igual,Nada,Algo,Algo,Algo,0.0,0.0,1.0,0.0,0.0,,No necesito un crédito,1.0,,1600000,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,8:00 pm,3194.0,0,67180600.0,Rentado,Secundaria,De 51 a 60,-34.70224151779745,-58.31665100908209
2025-10-15 16:37:24,Green Thunder,La manzana deliciosa,https://mit.co1.qualtrics.com/Q/File.php?F=F_1OU2lTXYGSbMPhb,VERDULERÍA,0,2009.0,2.0,1.0,Disminuya,Peor,Elecciones ,Menores,Permaneció igual,Igual,En su nivel correcto,Permaneció igual,Permanezcan igual,Poco,Algo,Nada,Poco,0.0,0.0,0.0,0.0,0.0,,Los requerimientos de garantía son muy altos,1.0,,,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,8:30 pm,,0,30555466.0,Rentado,Secundaria,De 31 a 40,-34.5517804,-58.6808019
2025-10-15 17:08:15,Elevare Group,Carnicería Victorio,https://mit.co1.qualtrics.com/Q/File.php?F=F_2uPyKBF44jwuvzC,CARNICERÍA,0,1980.0,3.0,3.0,Igual,Peor,Pérdida del poder adquisitivo de los consumidores,Iguales,Permaneció igual,Disminuya,Muy poco,Aumentó,Aumenten,Algo,Moderado,Algo,Moderado,0.0,0.0,0.0,0.0,0.0,,Los procedimientos para aplicar son complicados,0.0,Porque sería muy complicado administrarlo,2500000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",7:00 am,8:00 pm,750.0,0,57948884.0,Rentado,Secundaria,De 41 a 50,-34.82445544052653,-58.47609583358263
2025-10-15 19:26:56,Elevare Group,Pequeño Pollo,https://mit.co1.qualtrics.com/Q/File.php?F=F_3nim6QnfY43i5hI,GRANJA,0,2024.0,1.0,1.0,Igual,Peor,"Aumento de comercios en la zona, aumento de la competencia",Mayores,Aumentó,Igual,Muy poco,Permaneció igual,Aumenten,Nada,Moderado,Poco,Mucho,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,No cerraría el negocio,Básico: Usamos al menos una herramienta digital básica (ej. un celular o una app de mensajería) para algunas tareas.,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",10:00 am,9:00 pm,,0,22751629.0,Rentado,Secundaria,De 21 a 30,-34.79664370765813,-58.491412477763
2025-10-15 20:01:49,MIT DATA-TEAM NEG,Gabi y su yapa,https://mit.co1.qualtrics.com/Q/File.php?F=F_1riiRYEX8ZDUFzC,VERDULERÍA,1,2020.0,1.0,0.0,Igual,Peor,Disminuyeron por la competencia,Mayores,Disminuyó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Nada,Mucho,0.0,0.0,1.0,0.0,0.0,0,Las tasas de interés son muy altas,1.0,,3000000,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",10:00 am,10:00 pm,0.0,1,,Rentado,Universidad y más,De 51 a 60,-34.544318,-58.502739
2025-10-15 20:33:34,MIT DATA-TEAM NEG,Dietética Mi Ángel,https://mit.co1.qualtrics.com/Q/File.php?F=F_rcqnFe8zdla9M9H,DIETÉTICAS,1,2020.0,3.0,0.0,Igual,Igual,Situación económica del país,Mayores,Aumentó,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Algo,Nada,0.0,0.0,1.0,0.0,0.0,0,No necesito un crédito,1.0,,0,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",9:00 am,9:30 pm,64.0,0,,Rentado,Secundaria,De 51 a 60,-34.579039,-58.536907
2025-10-15 21:10:13,MIT DATA-TEAM NEG,Kiosko,https://mit.co1.qualtrics.com/Q/File.php?F=F_1hQENt1wY93Mmbp,KIOSKO,1,2019.0,2.0,0.0,Igual,Peor,Situación económica-Tuvieron que cerrar otro Kiosko que tenían,Menores,Disminuyó,Disminuya,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Mucho,Mucho,0.0,0.0,1.0,0.0,0.0,0,No necesito un crédito,1.0,,0,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",6:00 am,8:30 pm,0.0,0,,Rentado,Secundaria,De 51 a 60,-34.578568,-58.536652
2025-10-16 08:21:28,Ballester Team,Fiambrería risano ,https://mit.co1.qualtrics.com/Q/File.php?F=F_2uR1MQPNvcQUbqs,FIAMBRERÍA,0,2020.0,2.0,0.0,Igual,Peor,La crisis económica,Menores,Disminuyó,Incremente,Muy poco,Permaneció igual,Permanezcan igual,Mucho,Nada,Poco,Mucho,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,No lo cambiaría,"Alto: La mayoría de nuestras operaciones usan sistemas digitales (ej. software de inventario, caja electrónica, pedidos en línea).","Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",8:00 am,8:00 pm,,0,59041714.0,Rentado,Secundaria,De 41 a 50,-34.5493418,-58.5543394
2025-10-16 07:49:42,Jatar Serra,Carnicería San Isidro ,https://mit.co1.qualtrics.com/Q/File.php?F=F_308AmbAx9uhqGCs,CARNICERÍA,0,2009.0,2.0,2.0,Igual,Igual,A fin de mes disminuyen las ventas ,Mayores,Aumentó,Incremente,En su nivel correcto,Permaneció igual,Aumenten,Poco,Poco,Algo,Poco,1.0,1.0,1.0,0.0,1.0,,,1.0,,0,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Punto de venta digital (POS) o sistema de inventario.",9:00 am,8:30 pm,3006.0,0,66019837.0,Propio,Secundaria,De 31 a 40,-34.6249902,-58.3727069
2025-10-16 08:41:35,Los tigres de belgrano,Carnicería y granja Diar,https://mit.co1.qualtrics.com/Q/File.php?F=F_3jVGbaTpjdk5dNz,CARNICERÍA,1,2017.0,2.0,2.0,Aumente,Igual,"La personas buscan una buena relación precio calidad y atención, ellos cumplen con esto.",Mayores,Permaneció igual,Incremente,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Moderado,Moderado,1.0,1.0,1.0,0.0,0.0,,,1.0,,"No responde, no sabe",Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Apps de mensajería para el negocio (ej. WhatsApp con proveedores/clientes).,Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).",8:30 am,8:00 pm,,0,22753362.0,Rentado,Secundaria,De 31 a 40,-34.5649,-58.4661
2025-10-16 08:59:46,Los tigres de belgrano,Cerezo,https://mit.co1.qualtrics.com/Q/File.php?F=F_6t01c2YKPH2BLTH,CAFETERÍAS,1,2023.0,5.0,1.0,Igual,Mejor,"Situación del país, es invierno, abrieron muchas cafeterias",Mayores,Permaneció igual,Igual,En su nivel correcto,Aumentó,Aumenten,Nada,Nada,Poco,Algo,0.0,0.0,0.0,0.0,0.0,,No necesito un crédito,1.0,,Estaría dispuesta pero no tiene un número ,Moderado: Usamos algunas tecnologías digitales (ej. aceptamos pagos con tarjeta/QR o usamos un sistema POS sencillo o app de pedidos).,"Aceptamos pagos electrónicos (ej. billetera móvil, QR, tarjeta de débito/crédito).,Plataformas online/móviles para hacer pedidos a proveedores.",9:00 am,7:30 pm,,1,63378379.0,Rentado,Universidad y más,De 31 a 40,,
